time,probability
221,0.247399314835447
222,0.196014010618772
223,0.156153095526402
224,0.130886645761928
225,0.162228799505798
226,0.164039960134478
227,0.143283531630214
228,0.106977004181705
229,0.133654124172972
230,0.124503217215645
231,0.0900002530843562
232,0.172792381661298
233,0.311318992205125
234,0.278212337536718
235,0.239680030732965
236,0.165198821494239
237,0.163519093994269
238,0.168478434901869
239,0.174628206632249
240,0.158588589597951
241,0.154601439948643
242,0.158390918369784
243,0.131957679447765
244,0.125360974926083
245,0.163197662342521
246,0.109207597042064
247,0.0826263566996845
248,0.0744894363364992
249,0.0890928957613684
250,0.0706648750383179
251,0.0599062474028855
252,0.0661778203708799
253,0.0747331936900876
254,0.0646829903176146
255,0.0538190509285132
256,0.0482666322458751
257,0.049543881766527
258,0.0595337644489551
259,0.0715166473632672
260,0.0853939929646977
261,0.0794417574889467
262,0.0963149302228489
263,0.0755517478268747
264,0.079435033191955
265,0.06587359218513
266,0.0562306847485325
267,0.0532735630094171
268,0.0556604950677432
269,0.0704782780666044
270,0.10188095916611
271,0.141178414560276
272,0.14512229187676
273,0.177495822123881
274,0.211995240042938
275,0.192514181088512
276,0.193387568542261
277,0.183427659861331
278,0.168904089540947
279,0.163651092100385
280,0.238413728108845
281,0.251303020345929
282,0.288238508421923
283,0.299619048720941
284,0.275836610458296
285,0.239304109682861
286,0.233605330144966
287,0.220055882257225
288,0.188067278722827
289,0.164766958812124
290,0.147612706760979
291,0.150563580014389
292,0.139700352317587
293,0.117694167655079
294,0.116340112016467
295,0.126467323677823
296,0.107441887458663
297,0.10481340748525
298,0.100987651451135
299,0.094266066962493
300,0.0893764892579749
301,0.0834946786248991
302,0.122040399509226
303,0.181618095431354
304,0.128113913282675
305,0.101165865141858
306,0.123676067228437
307,0.138347888007999
308,0.142316092585955
309,0.206655555130156
310,0.168673645041317
311,0.138300127902881
312,0.127403139640146
313,0.119874345344626
314,0.139784797006665
315,0.155810102634938
316,0.125815711084595
317,0.133521678904805
318,0.208006940380979
319,0.214867306691636
320,0.187238850777377
321,0.143352602580984
322,0.127293394797925
323,0.109760439333476
324,0.0893834674699155
325,0.0840348218489149
326,0.0954161678286387
327,0.0961517443450557
328,0.0888467525236307
329,0.0755752849661633
330,0.0750441298727068
331,0.0812131910422029
332,0.0710331714958577
333,0.0731965141389921
334,0.0581685756948036
335,0.0584198550327689
336,0.0597083067908721
337,0.0871953915908608
338,0.136193115781543
339,0.112102614046764
340,0.0830817459799909
341,0.0681605564652348
342,0.0570463119352673
343,0.0591586515570173
344,0.0500466055341053
345,0.0542381002142392
346,0.0479845799418883
347,0.0470263834516272
348,0.0466723183711639
349,0.0637572735275462
350,0.053568958779467
351,0.0525242079767562
352,0.0514158578942829
353,0.0486710914276299
354,0.0450322794082484
355,0.0427124850076722
356,0.0408318406764369
357,0.040425061458602
358,0.0420180430276306
359,0.0394496985550682
360,0.0477202657657553
361,0.0436444232605175
362,0.0432569827962199
363,0.0406475071770364
364,0.0363154226964919
365,0.0341533649687104
366,0.0339193773962256
367,0.0330330044557383
368,0.0355503406753479
369,0.0339353342214994
370,0.0341780831108591
371,0.0358654743420819
372,0.0374306441762304
373,0.03935332351415
374,0.0354275615458574
375,0.0353551329973494
376,0.0416699099630533
377,0.0465490517321802
378,0.0460792993319067
379,0.0443370687018152
380,0.0435013639440185
381,0.0415772967590285
382,0.0387601366540238
383,0.0394026218340098
384,0.0356238538700415
385,0.036486496296778
386,0.0463238721062008
387,0.0462442046255708
388,0.0422312009801942
389,0.0438513033972217
390,0.0390763687725154
391,0.0365128740113989
392,0.0396227065933594
393,0.0432011306093252
394,0.0459947160951746
395,0.04622407897403
396,0.044798357788648
397,0.0402200502170258
398,0.0413042518428154
399,0.0395191515904278
400,0.03811558688331
401,0.0420015131744658
402,0.0414837492941487
403,0.0394310531315342
404,0.0412779588466889
405,0.0472031280145573
406,0.0415653989940377
407,0.038764969144704
408,0.0357339233666407
409,0.0364447842582566
410,0.0365200733095413
411,0.0358817409672388
412,0.0361605551135763
413,0.0368153278464658
414,0.0398651175113084
415,0.038029047740345
416,0.036582310631095
417,0.0376443499534698
418,0.0339526984635781
419,0.0347395430042079
420,0.0359122140690563
421,0.0344985400905531
422,0.0346106044056536
423,0.0349567769821438
424,0.033802815615998
425,0.0366003026561211
426,0.0357741592855649
427,0.035637426479119
428,0.0357609606232495
429,0.034729692503955
430,0.0355082925852659
431,0.0348542009628903
432,0.0334376964065634
433,0.0327490057204122
434,0.0333650030013269
435,0.0333112060050919
436,0.0352539330541728
437,0.0380850931685126
438,0.0363651350930334
439,0.0352725958441619
440,0.0354385424838832
441,0.0355021086045493
442,0.0343149692017268
443,0.0352297713915677
444,0.0341793619845093
445,0.0334505420611854
446,0.0336594376931555
447,0.0329891446543696
448,0.0350230142812913
449,0.0347204515567853
450,0.0340852877712098
451,0.0341653016531329
452,0.0335586508048352
453,0.0347817096950678
454,0.0338240769123226
455,0.035306127491904
456,0.0355039455928853
457,0.0363532017974212
458,0.0359391624343449
459,0.0347556063239868
460,0.0339563738290227
461,0.032486906339083
462,0.033012787799776
463,0.0328227875403405
464,0.0329585840823643
465,0.0343923496091531
466,0.0326276463193007
467,0.0321510080309053
468,0.0325961924012897
469,0.0337452211894019
470,0.0338987946555145
471,0.0342412144456905
472,0.0343559481992252
473,0.034819202027754
474,0.0358661073812783
475,0.0348290159026429
476,0.0343535123084162
477,0.0347416117781149
478,0.0347231981173323
479,0.036318262655041
480,0.035713189875427
481,0.0345933016500216
482,0.0357672320427619
483,0.0339091730542033
484,0.0334519887427829
485,0.0323825390988077
486,0.0313815606693855
487,0.0309799314363205
488,0.0332434585428879
489,0.0345684493962883
490,0.035325299494789
491,0.0346028684501306
492,0.0338711706667143
493,0.0328516034716292
494,0.0322967883545165
495,0.0323281697059635
496,0.0333602889836864
497,0.0343451698420442
498,0.0359651844488869
499,0.0351363825166054
500,0.0346199072238617
