"ev_id","date","time_orig","time_orig_decimals","lat_orig","long_orig","depth","Mb","Ms","region","source_type","bwave_n_stations","bwave_n_inv","bwave_cutoff","mwave_n_stations","mwave_n_inv","mwave_cutoff","swave_n_stations","swave_n_inv","swave_cutoff","dcouple","centroid_time","delta_centroid_time","centroid_lat","delta_centroid_lat","centroid_long","delta_centroid_long","centroid_depth","delta_centroid_depth","prof","half_dur","inv_date_string","exp","mrr","delta_mrr","mss","delta_mss","mee","delta_mee","mrs","delta_mrs","mre","delta_mre","mse","delta_mse","eigen_t","plunge_t","strike_t","eigen_n","plunge_n","strike_n","eigen_p","plunge_p","strike_p","scalar_moment","strike1","dip1","rake1","strike2","dip2","rake2","Mw","status_flag","quality_flag"
"S201406061221A","2014-06-06","12:21:00","0","39.16","23.70","24.00","4.4","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","15","20","35","1","1.6","0.7","39.01","0.03","23.68","0.04","17.100","1.900","FREE","1.0","D-S201406061221A","22","-2.280","0.430","3.920","0.370","-1.640","0.200","-0.610","0.400","1.600","0.390","-2.050","0.210","4.770","9","200","-1.070","43","298","-3.700","46","100","4.230","252","52","-150","142","67","-42","4.4","D","A"
"S201406061341A","2014-06-06","13:41:38","0","39.90","16.09","10.00","4.1","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","12","14","35","1","2.6","0.4","40.01","0.05","16.13","0.03","10.000","0.000","FIX ","1.0","D-S201406061341A","22","-2.390","0.130","0.260","0.150","2.120","0.120","2.470","0.650","-1.430","0.540","-0.660","0.110","3.300","24","57","0.690","17","319","-4.000","60","198","3.650","178","26","-48","313","71","-108","4.3","D","A"
"S201406061710A","2014-06-06","17:10:25","0","39.76","24.09","10.00","4.6","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","13","15","35","1","2.3","0.4","39.76","0.00","24.09","0.00","8.000","0.000","FIX ","1.0","D-S201406061710A","22","-1.240","0.200","0.780","0.240","0.460","0.170","0.610","0.790","0.330","0.720","-2.650","0.130","3.290","3","43","-0.880","60","308","-2.410","30","135","2.850","175","67","-20","273","72","-156","4.2","D","A"
"S201406081510A","2014-06-08","15:10:51","0","38.33","22.04","12.00","4.4","0.0","GREECE-------------------","ING","0","0","0","0","0","0","23","28","35","1","2.9","0.6","38.29","0.03","22.02","0.05","10.000","0.000","FIX ","1.0","D-S201406081510A","22","-5.190","0.200","4.880","0.180","0.310","0.190","0.350","0.850","-0.390","1.030","-1.380","0.190","5.280","2","16","-0.060","3","106","-5.220","86","248","5.250","102","43","-95","289","47","-86","4.4","D","A"
"C201406090338A","2014-06-09","03:38:34","0","36.75","36.05","18.00","4.5","0.0","JORDAN---SYRIA-REGION----","ING","0","0","0","2","2","40","25","42","35","1","2.4","1.0","36.39","0.04","36.18","0.05","12.500","1.200","FREE","1.0","D-C201406090338A","23","-1.060","0.100","0.090","0.060","0.970","0.060","-0.760","0.160","-0.430","0.110","0.330","0.040","1.290","17","116","0.180","18","212","-1.470","64","346","1.380","180","32","-127","41","65","-69","4.7","D","B"
"C201406110353A","2014-06-11","03:53:40","0","34.68","28.37","76.00","5.1","0.0","EASTERN-MEDITERRANEAN-SE-","ING","0","0","0","5","5","40","21","37","35","1","1.0","0.4","34.68","0.03","28.44","0.02","68.700","2.500","FREE","1.4","D-C201406110353A","23","1.750","0.090","-0.530","0.080","-1.220","0.060","-0.520","0.070","0.150","0.060","-1.110","0.070","1.920","72","208","0.130","17","38","-2.050","3","307","1.980","20","45","65","233","50","113","4.8","D","A"
"S201406130034A","2014-06-13","00:34:52","0","35.33","27.04","80.00","4.7","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","0","0","0","29","48","35","1","0.3","0.5","35.28","0.03","27.00","0.02","79.500","4.000","FREE","1.1","D-S201406130034A","23","0.370","0.060","0.680","0.060","-1.050","0.040","0.710","0.030","-0.280","0.030","0.380","0.050","1.250","38","356","0.000","47","144","-1.260","16","253","1.260","27","51","162","129","76","41","4.7","D","A"
"S201406201359A","2014-06-20","13:59:43","0","36.32","28.57","60.00","4.3","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","0","0","0","11","12","30","1","0.4","0.6","36.22","0.06","28.48","0.05","52.700","7.100","FREE","1.0","D-S201406201359A","22","-0.260","1.130","-1.050","0.680","1.310","0.650","0.720","0.300","1.900","0.230","3.370","1.820","4.520","22","304","-0.980","65","152","-3.540","11","38","4.030","83","66","9","349","82","156","4.3","D","A"
"S201406241939A","2014-06-24","19:39:53","0","43.81","24.47","18.00","4.3","0.0","BULGARIA-----------------","ING","0","0","0","0","0","0","10","14","35","1","3.1","0.6","43.88","0.05","24.61","0.04","13.800","4.100","FREE","1.0","D-S201406241939A","22","0.320","0.250","1.310","0.180","-1.630","0.230","-0.090","0.250","0.580","0.290","-0.340","0.120","1.380","9","188","0.440","72","310","-1.820","15","96","1.600","233","73","-176","141","86","-17","4.1","D","A"
"S201406250921A","2014-06-25","09:21:42","0","38.34","21.73","10.00","4.3","0.0","GREECE-------------------","ING","0","0","0","0","0","0","13","17","35","1","4.2","0.5","38.34","0.00","21.73","0.00","21.300","2.000","FREE","1.0","D-S201406250921A","22","-1.070","0.480","1.920","0.330","-0.860","0.240","-1.260","0.270","0.200","0.240","1.860","0.230","3.120","14","156","-0.800","51","264","-2.320","35","55","2.720","201","54","-163","101","76","-37","4.2","D","A"
"S201406271614A","2014-06-27","16:14:28","0","38.24","25.12","13.00","4.6","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","28","45","35","1","3.0","0.3","38.23","0.01","25.20","0.02","14.600","1.700","FREE","1.0","D-S201406271614A","23","-0.160","0.050","0.950","0.050","-0.780","0.040","0.120","0.070","0.220","0.060","-0.210","0.030","0.980","5","6","-0.100","71","261","-0.880","18","98","0.930","141","74","-9","233","81","-164","4.6","D","A"
"S201407030504A","2014-07-03","05:04:46","0","40.21","27.93","12.00","4.5","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","11","13","35","1","2.2","0.7","40.28","0.09","27.99","0.05","21.100","3.300","FREE","1.0","D-S201407030504A","22","2.980","2.220","-2.170","1.400","-0.810","1.230","1.710","1.130","-1.690","1.510","-5.520","0.460","5.990","39","48","1.070","51","230","-7.060","1","139","6.520","190","63","29","86","65","150","4.5","D","A"
"S201407061701A","2014-07-06","17:01:32","0","34.29","26.12","52.00","4.4","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","23","31","35","1","-3.2","1.4","33.89","0.07","26.10","0.02","31.200","1.700","FREE","1.0","D-S201407061701A","22","-0.200","1.080","6.460","0.560","-6.270","0.620","-1.350","0.390","-0.070","0.470","2.100","0.620","7.050","11","171","-0.440","79","344","-6.610","1","81","6.830","215","82","173","306","84","8","4.5","D","B"
"S201407110946A","2014-07-11","09:46:00","0","38.44","23.70","10.00","4.4","0.0","GREECE-------------------","ING","0","0","0","0","0","0","11","15","30","1","3.4","0.6","38.38","0.03","23.80","0.04","14.300","1.500","FREE","1.0","D-S201407110946A","22","-4.200","0.630","3.790","0.400","0.410","0.320","0.050","0.360","0.810","0.410","-2.460","0.230","5.100","2","208","-0.730","12","298","-4.370","78","108","4.730","286","44","-107","129","48","-74","4.4","D","A"
"C201407220804A","2014-07-22","08:04:20","0","34.20","26.17","45.00","4.6","0.0","CRETE--GREECE------------","ING","0","0","0","3","3","40","17","23","35","1","-0.7","0.9","34.31","0.04","26.21","0.06","31.900","1.200","FREE","1.0","D-C201407220804A","23","-1.310","0.200","1.630","0.110","-0.330","0.120","0.240","0.090","-0.550","0.120","-0.380","0.070","1.740","6","12","-0.190","23","105","-1.560","66","267","1.650","78","43","-124","302","55","-62","4.8","D","A"
"C201408010411A","2014-08-01","04:11:17","0","36.93","3.18","10.00","5.5","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","21","31","40","47","100","40","1","3.2","0.2","36.83","0.01","3.14","0.01","13.200","0.500","FREE","1.5","D-C201408010411A","24","1.480","0.040","-1.470","0.030","-0.020","0.020","-1.820","0.090","-0.670","0.060","-0.240","0.020","2.450","63","153","-0.010","5","254","-2.440","26","347","2.450","90","19","107","252","71","84","5.5","D","A"
"S201408040554A","2014-08-04","05:54:00","0","38.71","15.69","171.00","4.1","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","6","9","30","1","1.8","1.0","38.71","0.00","15.69","0.00","178.700","6.100","FREE","1.0","D-S201408040554A","22","0.660","0.140","-0.360","0.330","-0.300","0.340","-0.100","0.170","-1.560","0.200","-0.070","0.250","1.810","54","92","-0.350","3","185","-1.470","36","277","1.640","22","9","107","185","81","87","4.1","D","A"
"S201408080820A","2014-08-08","08:20:45","0","34.58","24.79","10.00","4.8","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","14","19","35","1","2.4","0.4","34.58","0.00","24.79","0.00","26.300","2.800","FREE","1.1","D-S201408080820A","23","0.290","0.120","0.390","0.070","-0.680","0.080","-0.540","0.100","0.260","0.110","0.840","0.080","1.040","28","158","0.260","56","301","-1.300","18","58","1.170","196","57","172","290","83","34","4.7","D","A"
"S201408122015A","2014-08-12","20:15:34","0","40.45","16.42","16.00","4.0","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","8","14","30","1","3.7","0.6","40.45","0.00","16.42","0.00","16.300","1.900","FREE","1.0","D-S201408122015A","22","-0.730","0.190","0.530","0.100","0.200","0.130","-0.320","0.180","-0.130","0.230","-0.570","0.070","0.980","6","215","-0.100","24","122","-0.880","65","319","0.930","330","44","-54","105","56","-119","3.9","D","A"
"S201408141228A","2014-08-14","12:28:00","0","35.93","28.30","10.00","4.3","0.0","EASTERN-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","8","10","35","1","1.0","0.5","35.93","0.00","28.30","0.00","19.700","2.800","FREE","1.0","D-S201408141228A","22","-1.970","0.670","-0.770","0.470","2.730","0.340","-1.410","0.540","-0.380","0.330","-1.930","0.340","3.600","2","245","-0.350","41","153","-3.250","48","338","3.420","10","56","-37","123","60","-140","4.3","D","A"
"C201408212037A","2014-08-21","20:37:18","0","35.41","27.74","10.00","4.8","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","1","2","40","23","29","40","1","2.7","0.4","35.56","0.02","27.70","0.02","10.000","0.000","FIX ","1.1","D-C201408212037A","23","0.320","0.060","-1.190","0.050","0.860","0.040","0.010","0.180","-0.390","0.120","0.640","0.050","1.210","23","105","0.170","67","296","-1.380","4","197","1.290","243","71","14","149","77","161","4.7","D","A"
"C201408220427A","2014-08-22","04:27:55","7","39.89","23.43","10.00","4.9","0.0","AEGEAN-SEA---------------","EMS","0","0","0","1","1","40","18","48","35","1","2.1","0.2","39.89","0.00","23.43","0.00","10.000","0.000","FIX ","0.9","D-C201408220427A","24","-0.670","0.020","0.930","0.020","-0.250","0.020","-0.260","0.060","0.420","0.050","-0.420","0.020","1.150","12","200","-0.210","29","297","-0.930","58","90","1.040","259","41","-137","133","63","-57","5.3","D","C"
"S201408240712A","2014-08-24","07:12:49","0","45.60","26.34","150.00","4.3","0.0","ROMANIA------------------","ING","0","0","0","0","0","0","8","8","35","1","3.4","0.6","45.60","0.00","26.34","0.00","136.000","10.600","FREE","1.0","D-S201408240712A","22","-0.380","0.360","1.280","0.660","-0.900","0.440","1.660","0.340","1.310","0.230","-2.270","0.510","2.910","16","26","0.690","53","274","-3.600","32","126","3.250","162","55","-13","259","79","-145","4.3","D","C"
"C201408241943A","2014-08-24","19:43:32","0","37.68","30.63","10.00","5.0","0.0","TURKEY-------------------","ING","0","0","0","3","5","40","31","55","40","1","9.2","0.2","37.43","0.03","30.60","0.02","10.000","0.000","FIX ","1.3","D-C201408241943A","23","-2.050","0.100","0.390","0.110","1.660","0.070","1.880","0.480","0.530","0.360","1.540","0.080","3.150","17","310","-0.060","24","48","-3.090","60","187","3.120","8","35","-135","239","66","-64","4.9","D","A"
"S201408281749A","2014-08-28","17:49:20","0","45.67","10.70","10.00","4.0","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","14","19","35","1","2.1","0.4","45.67","0.00","10.70","0.00","14.100","1.600","FREE","1.0","D-S201408281749A","22","0.960","0.170","-0.590","0.090","-0.360","0.110","0.180","0.100","-0.440","0.140","-0.580","0.060","1.160","66","59","-0.090","23","227","-1.070","4","319","1.120","72","45","123","209","54","61","4.0","D","C"
"C201408290345A","2014-08-29","03:45:00","0","36.67","23.68","95.00","5.8","0.0","SOUTHERN-GREECE----------","ING","0","0","0","32","50","40","44","98","35","1","2.7","0.1","36.49","0.01","23.65","0.01","100.300","1.000","FREE","1.7","D-C201408290345A","24","0.740","0.060","0.170","0.070","-0.920","0.070","-1.020","0.060","2.010","0.050","-5.750","0.070","6.220","21","224","0.020","68","24","-6.240","7","131","6.230","265","70","170","359","80","20","5.8","D","A"
"S201408301816A","2014-08-30","18:16:47","0","44.43","16.25","20.00","4.2","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","11","13","30","1","2.9","0.5","44.43","0.00","16.25","0.00","34.600","2.600","FREE","1.0","D-S201408301816A","22","-0.160","0.540","-0.110","0.440","0.260","0.320","0.020","0.240","-0.340","0.180","2.110","0.150","2.220","6","132","-0.150","81","5","-2.070","7","223","2.150","267","81","-1","358","89","-171","4.2","D","C"
"S201409040353A","2014-09-04","03:53:00","0","41.64","32.51","10.00","4.3","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","11","12","35","1","2.0","0.8","41.64","0.00","32.51","0.00","10.000","0.000","FIX ","1.0","D-S201409040353A","22","1.410","0.240","-1.200","0.260","-0.200","0.080","-0.630","0.430","-0.710","0.320","-0.280","0.140","1.760","69","119","-0.250","13","245","-1.500","16","339","1.630","87","31","115","238","62","76","4.1","D","A"
"C201409041743A","2014-09-04","17:43:39","0","40.13","24.88","10.00","4.9","0.0","AEGEAN-SEA---------------","ING","0","0","0","4","4","30","34","68","35","1","3.3","0.1","40.14","0.01","24.99","0.01","13.200","0.900","FREE","1.2","D-C201409041743A","23","-0.850","0.080","3.540","0.090","-2.690","0.070","0.340","0.140","0.250","0.140","-1.320","0.060","3.820","3","11","-0.820","81","259","-3.000","8","102","3.410","146","82","-3","237","87","-172","5.0","D","A"
"C201409042100A","2014-09-04","21:00:00","0","36.24","30.89","72.00","5.3","0.0","TURKEY-------------------","ING","0","0","0","17","23","40","40","86","40","1","1.7","0.2","36.28","0.01","30.89","0.01","55.900","1.800","FREE","1.7","D-C201409042100A","24","-0.260","0.020","0.550","0.020","-0.290","0.020","0.180","0.020","-0.750","0.020","-0.680","0.020","1.150","23","37","-0.030","44","150","-1.120","38","288","1.130","78","45","-167","339","81","-46","5.3","D","A"
"S201409051010A","2014-09-05","10:10:19","0","39.19","18.76","10.00","4.1","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","7","10","30","1","0.9","0.9","39.19","0.00","18.76","0.00","10.000","0.000","FIX ","1.0","D-S201409051010A","22","-1.310","0.140","0.640","0.130","0.670","0.150","-0.790","0.520","-0.160","0.520","-0.650","0.110","1.390","10","220","0.270","21","126","-1.650","67","336","1.520","334","39","-56","113","59","-115","4.1","D","A"
"S201409070956A","2014-09-07","09:56:25","0","37.61","19.88","10.00","4.5","0.0","IONIAN-SEA---------------","ING","0","0","0","0","0","0","13","18","35","1","3.0","1.1","37.41","0.05","19.96","0.05","18.800","1.600","FREE","1.0","D-S201409070956A","23","0.780","0.110","-0.290","0.060","-0.490","0.070","0.330","0.070","-0.230","0.080","0.490","0.030","0.880","75","17","0.100","8","138","-0.980","12","229","0.930","329","33","104","133","58","81","4.6","D","A"
"S201409071045A","2014-09-07","10:45:00","7","44.11","10.66","12.00","4.0","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","12","15","35","1","1.8","0.6","44.11","0.00","10.66","0.00","10.000","0.000","FIX ","1.0","D-S201409071045A","22","-3.800","0.270","1.170","0.300","2.630","0.250","-2.000","0.880","-4.070","0.870","-1.800","0.230","4.790","22","75","1.840","23","175","-6.630","58","306","5.710","130","31","-139","3","70","-66","4.4","D","A"
"S201409101945A","2014-09-10","19:45:58","0","45.61","26.53","107.00","4.7","0.0","ROMANIA------------------","ING","0","0","0","0","0","0","23","27","35","1","1.8","0.3","45.60","0.06","26.45","0.07","106.200","7.500","FREE","1.1","D-S201409101945A","22","3.820","0.560","-3.820","1.680","0.000","1.390","-3.750","0.490","2.150","0.320","-0.410","0.860","6.110","61","224","-0.720","16","102","-5.390","23","5","5.750","67","26","51","288","70","107","4.4","D","A"
"S201409122156A","2014-09-12","21:56:49","0","34.53","23.37","50.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","8","12","35","1","10.3","1.1","34.70","0.07","23.49","0.04","39.400","2.300","FREE","1.0","D-S201409122156A","22","5.030","0.730","-4.920","0.470","-0.110","0.380","0.910","0.310","-1.480","0.280","-1.030","0.400","5.550","73","68","-0.390","17","261","-5.170","3","169","5.360","243","44","66","95","51","112","4.4","D","A"
"S201409122255A","2014-09-12","22:55:38","0","36.21","30.92","60.00","4.4","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","11","11","35","1","0.4","0.6","36.21","0.00","30.92","0.00","49.500","5.300","FREE","1.0","D-S201409122255A","22","-3.800","0.490","5.930","1.260","-2.130","0.930","1.950","0.240","-1.360","0.120","-0.140","0.730","6.320","11","3","-1.510","25","98","-4.820","62","251","5.570","65","40","-131","293","61","-61","4.4","D","A"
"S201409140601A","2014-09-14","06:01:22","0","34.20","25.12","10.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","13","14","35","1","-2.7","4.0","33.98","0.18","25.14","0.05","10.000","0.000","FIX ","1.0","D-S201409140601A","22","-0.570","0.850","-3.420","0.500","3.980","0.580","6.030","2.380","-4.740","1.700","1.470","0.470","7.460","38","72","2.020","27","318","-9.490","40","203","8.480","226","27","-1","318","89","-117","4.6","D","A"
"S201409171233A","2014-09-17","12:33:23","0","40.79","21.21","10.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","8","11","30","1","4.3","0.6","40.79","0.00","21.21","0.00","11.100","2.200","FREE","1.0","D-S201409171233A","22","-3.350","0.620","1.370","0.460","1.980","0.370","-0.580","0.680","-0.080","0.670","0.840","0.240","2.590","4","126","0.830","6","216","-3.420","83","2","3.010","210","41","-99","41","49","-82","4.3","D","A"
"S201409200252A","2014-09-20","02:52:57","0","39.16","38.70","10.00","4.3","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","8","10","30","1","3.9","0.6","39.16","0.00","38.70","0.00","10.000","0.000","FIX ","1.0","D-S201409200252A","22","-0.320","0.180","-0.520","0.210","0.850","0.130","1.050","0.560","0.810","0.330","1.270","0.120","2.220","26","305","-0.630","47","67","-1.580","31","197","1.900","343","47","-176","250","87","-43","4.1","D","A"
