"ev_id","date","time_orig","time_orig_decimals","lat_orig","long_orig","depth","Mb","Ms","region","source_type","bwave_n_stations","bwave_n_inv","bwave_cutoff","mwave_n_stations","mwave_n_inv","mwave_cutoff","swave_n_stations","swave_n_inv","swave_cutoff","dcouple","centroid_time","delta_centroid_time","centroid_lat","delta_centroid_lat","centroid_long","delta_centroid_long","centroid_depth","delta_centroid_depth","prof","half_dur","inv_date_string","exp","mrr","delta_mrr","mss","delta_mss","mee","delta_mee","mrs","delta_mrs","mre","delta_mre","mse","delta_mse","eigen_t","plunge_t","strike_t","eigen_n","plunge_n","strike_n","eigen_p","plunge_p","strike_p","scalar_moment","strike1","dip1","rake1","strike2","dip2","rake2","Mw","status_flag","quality_flag"
"S201210231520A","2012-10-23","15:20:44","0","38.97","20.62","15.00","4.8","0.0","GREECE-------------------","ING","0","0","0","0","0","0","22","45","40","1","1.3","0.2","38.91","0.01","20.65","0.01","20.900","1.200","FREE","0.6","D-S201210231520A","23","-0.250","0.140","0.720","0.110","-0.470","0.090","-0.700","0.140","-0.350","0.140","2.600","0.080","2.980","13","142","-0.420","76","304","-2.550","4","51","2.760","186","78","173","277","84","12","4.9","D","A"
"S201210252305A","2012-10-25","23:05:24","0","39.88","16.01","15.00","5.0","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","0","0","0","17","36","35","1","4.7","0.3","39.90","0.02","16.02","0.02","11.100","1.000","FREE","1.1","D-S201210252305A","24","-1.040","0.070","0.100","0.040","0.950","0.050","0.130","0.090","-0.150","0.080","-0.420","0.020","1.130","5","68","-0.070","4","337","-1.060","84","211","1.100","162","40","-84","334","50","-95","5.3","D","A"
"S201210262316A","2012-10-26","23:16:45","0","38.96","22.89","17.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","21","33","35","1","3.7","0.4","38.90","0.02","22.98","0.03","18.600","1.300","FREE","1.0","D-S201210262316A","23","-0.920","0.110","1.110","0.070","-0.190","0.060","0.110","0.080","-0.080","0.080","-0.040","0.040","1.120","3","2","-0.180","6","92","-0.940","83","243","1.030","86","42","-99","277","48","-82","4.6","D","A"
"S201211122318A","2012-11-12","23:18:42","0","42.54","19.07","18.00","4.5","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","9","17","30","1","3.0","0.4","42.48","0.03","18.92","0.06","30.000","1.200","FREE","1.0","D-S201211122318A","23","0.790","0.100","-0.660","0.070","-0.130","0.080","0.340","0.050","-0.060","0.080","0.340","0.050","0.860","77","355","0.020","6","114","-0.890","11","205","0.880","303","34","101","110","56","82","4.6","D","A"
"S201211130706A","2012-11-13","07:06:33","0","38.27","15.84","76.00","4.4","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","6","9","30","1","6.0","0.9","38.27","0.00","15.84","0.00","79.000","0.000","FIX ","1.0","D-S201211130706A","22","-3.390","0.890","-1.420","0.600","4.810","0.700","-2.000","0.380","-0.370","0.610","-0.320","0.770","4.840","2","88","-0.180","32","179","-4.660","58","355","4.750","149","51","-133","25","55","-50","4.4","D","A"
"C201211132324A","2012-11-13","23:24:10","0","42.55","19.02","17.00","4.6","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","1","1","40","14","22","35","1","4.0","0.4","42.42","0.03","18.97","0.03","28.900","0.900","FREE","1.0","D-C201211132324A","22","7.000","0.710","-4.190","0.530","-2.810","0.470","-0.610","0.470","-0.610","0.450","4.790","0.280","7.130","82","133","1.210","8","311","-8.340","0","41","7.730","139","45","102","303","46","78","4.5","D","A"
"S201211132355A","2012-11-13","23:55:50","0","37.32","37.12","24.00","4.7","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","15","21","35","1","3.8","1.6","37.20","0.05","37.12","0.09","24.900","2.200","FREE","1.1","D-S201211132355A","23","-0.050","0.270","-1.760","0.210","1.810","0.170","0.930","0.390","-0.580","0.220","-1.130","0.120","2.420","19","71","-0.080","63","298","-2.330","19","167","2.380","209","63","0","119","90","153","4.9","D","A"
"S201211140002A","2012-11-14","00:02:00","0","37.28","37.14","10.00","4.4","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","6","7","30","1","-1.5","0.9","37.28","0.00","37.14","0.00","10.000","0.000","FIX ","1.0","D-S201211140002A","22","1.100","0.720","-4.330","0.780","3.230","0.310","2.590","2.290","2.170","0.970","-0.620","0.480","4.670","35","278","0.920","46","53","-5.600","24","170","5.130","309","47","170","46","83","44","4.4","D","A"
"S201211220910A","2012-11-22","09:10:41","0","37.80","14.96","10.00","4.1","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","12","14","30","1","4.2","0.5","37.80","0.00","14.96","0.00","24.100","3.700","FREE","1.0","D-S201211220910A","22","0.580","0.320","0.060","0.190","-0.640","0.230","-0.810","0.240","0.690","0.230","-1.540","0.180","2.050","36","219","-0.190","54","37","-1.870","1","128","1.960","258","65","154","359","66","28","4.1","D","A"
"S201211221125A","2012-11-22","11:25:52","0","37.77","14.99","20.00","4.1","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","9","10","30","1","4.4","0.6","37.77","0.00","14.99","0.00","27.800","3.800","FREE","1.0","D-S201211221125A","22","0.840","0.430","-0.340","0.370","-0.500","0.310","-1.250","0.390","0.580","0.370","-1.930","0.270","2.540","38","220","-0.110","50","58","-2.420","9","317","2.480","6","57","23","263","71","145","4.2","D","A"
"S201211261735A","2012-11-26","17:35:42","0","36.58","27.95","10.00","4.7","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","0","0","0","29","46","35","1","1.8","0.4","36.46","0.02","27.89","0.03","12.200","1.000","FREE","1.1","D-S201211261735A","23","-1.230","0.090","0.700","0.060","0.520","0.050","0.270","0.120","0.650","0.150","0.490","0.030","1.270","15","316","0.170","10","223","-1.450","72","100","1.360","60","32","-71","218","60","-102","4.7","D","A"
"C201211282315A","2012-11-28","23:15:29","0","36.84","5.19","10.00","4.9","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","7","7","40","26","36","40","1","1.3","0.7","36.72","0.03","5.16","0.03","10.000","0.000","FIX ","0.8","D-C201211282315A","23","0.190","0.100","-2.830","0.080","2.640","0.090","-1.350","0.430","-1.740","0.370","1.710","0.100","4.200","27","109","-0.660","58","256","-3.540","15","11","3.870","147","60","170","242","82","31","5.0","D","A"
"S201211282350A","2012-11-28","23:50:48","0","36.89","5.19","10.00","4.5","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","9","9","35","1","4.3","1.6","36.89","0.00","5.19","0.00","13.500","3.300","FREE","1.0","D-S201211282350A","22","3.060","1.090","-1.770","0.530","-1.290","1.060","-0.900","0.840","-1.030","1.390","1.500","0.730","3.580","69","131","-0.530","21","310","-3.050","0","40","3.310","150","48","118","291","49","62","4.3","D","A"
"S201212012052A","2012-12-01","20:52:00","0","45.75","26.76","78.00","4.6","0.0","ROMANIA------------------","ING","0","0","0","0","0","0","14","15","35","1","9.1","0.9","45.75","0.00","26.76","0.00","76.300","9.800","FREE","1.0","D-S201212012052A","22","3.100","0.430","-1.580","0.750","-1.510","0.670","1.940","0.210","-1.100","0.210","-2.050","0.480","4.340","61","38","-0.670","29","232","-3.660","6","139","4.000","201","46","48","73","57","125","4.3","D","A"
"S201212031858A","2012-12-03","18:58:39","0","43.41","28.65","10.00","4.9","0.0","BLACK-SEA----------------","ING","0","0","0","0","0","0","8","10","35","1","5.4","0.9","43.50","0.06","28.68","0.07","17.400","4.300","FREE","1.2","D-S201212031858A","22","0.590","0.290","1.840","0.500","-2.430","0.640","0.440","0.530","1.250","0.920","0.870","0.230","2.320","24","343","0.660","59","204","-2.980","18","81","2.650","124","59","5","31","86","149","4.2","D","A"
"S201212041859A","2012-12-04","18:59:43","0","36.92","23.03","10.00","4.5","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","14","15","35","1","1.0","0.5","36.66","0.06","22.94","0.04","11.500","2.200","FREE","1.0","D-S201212041859A","23","-0.600","0.100","0.040","0.070","0.550","0.060","-0.500","0.210","0.320","0.150","-0.140","0.040","0.760","21","244","0.140","18","147","-0.900","62","19","0.830","2","29","-51","139","68","-109","4.6","D","A"
"S201212061748A","2012-12-06","17:48:15","0","36.94","23.11","13.00","4.5","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","16","22","35","1","1.9","0.4","36.82","0.06","23.06","0.03","12.800","2.100","FREE","1.0","D-S201212061748A","23","-0.640","0.110","-0.070","0.060","0.710","0.070","0.070","0.150","-0.270","0.110","-0.200","0.040","0.810","11","76","-0.120","0","346","-0.690","79","254","0.750","167","34","-89","346","56","-90","4.5","D","A"
"S201212132139A","2012-12-13","21:39:27","0","41.13","19.73","10.00","4.2","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","8","10","30","1","1.9","0.4","41.13","0.00","19.73","0.00","21.200","3.300","FREE","1.0","D-S201212132139A","22","0.180","0.340","0.690","0.320","-0.880","0.170","-0.060","0.250","-0.740","0.220","1.720","0.210","1.920","15","145","0.220","69","11","-2.140","15","239","2.030","282","69","0","192","90","159","4.1","D","A"
"S201301030839A","2013-01-03","08:39:10","0","34.05","25.10","10.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","11","14","35","1","7.8","0.8","34.05","0.00","25.10","0.00","44.200","3.200","FREE","1.0","D-S201301030839A","23","0.790","0.110","-0.910","0.070","0.110","0.110","0.200","0.050","0.040","0.060","0.090","0.060","0.820","82","327","0.120","5","94","-0.940","6","185","0.880","280","39","98","90","52","84","4.6","D","A"
"S201301040750A","2013-01-04","07:50:00","0","37.81","14.80","10.00","4.3","0.0","SICILY--ITALY------------","ING","0","0","0","0","0","0","16","22","35","1","2.1","0.5","37.79","0.03","14.79","0.06","16.000","1.700","FREE","1.0","D-S201301040750A","22","-3.790","0.610","3.870","0.380","-0.070","0.350","-2.260","0.680","-0.280","1.040","-1.110","0.190","4.700","14","192","-0.210","10","100","-4.480","72","335","4.590","297","32","-70","94","60","-102","4.4","D","A"
"S201301080605A","2013-01-08","06:05:00","0","37.93","37.96","14.00","4.6","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","10","11","35","1","5.9","1.0","37.93","0.00","37.96","0.00","13.800","5.100","FREE","1.0","D-S201301080605A","22","-0.940","1.360","-3.010","0.940","3.940","0.740","0.000","1.510","0.170","0.580","0.780","0.750","4.030","2","276","-0.940","88","112","-3.100","1","6","3.560","51","88","1","321","89","178","4.3","D","A"
"S201301080615A","2013-01-08","06:15:00","0","37.92","37.96","15.00","4.4","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","11","11","35","1","5.2","0.8","37.92","0.00","37.96","0.00","21.100","4.600","FREE","1.0","D-S201301080615A","22","1.850","0.740","-5.970","1.000","4.120","0.550","0.700","0.890","-0.500","0.390","2.840","0.780","4.900","6","104","1.890","82","327","-6.790","5","195","5.840","240","82","0","150","90","172","4.5","D","A"
"C201301081416A","2013-01-08","14:16:00","0","39.66","25.54","10.00","5.7","0.0","AEGEAN-SEA---------------","ING","0","0","0","5","5","40","27","64","40","1","4.7","0.2","39.65","0.01","25.60","0.01","10.000","0.000","FIX ","2.0","D-C201301081416A","24","-1.990","0.140","6.820","0.130","-4.830","0.120","-1.600","0.470","-0.780","0.450","-3.640","0.120","8.040","8","195","-1.820","72","81","-6.220","16","288","7.130","331","73","-6","62","84","-163","5.8","D","A"
"S201301091541A","2013-01-09","15:41:33","0","39.71","25.63","10.00","4.6","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","16","21","35","1","3.1","0.4","39.77","0.02","25.66","0.04","16.100","1.900","FREE","1.0","D-S201301091541A","23","-0.180","0.050","0.740","0.050","-0.550","0.050","0.190","0.100","0.030","0.100","-0.310","0.050","0.840","10","12","-0.200","76","237","-0.630","9","104","0.740","148","76","0","58","90","166","4.5","D","A"
"S201301110030A","2013-01-11","00:30:20","0","39.67","25.52","25.00","4.3","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","16","16","35","1","4.1","0.4","39.68","0.03","25.50","0.05","10.000","0.000","FIX ","1.0","D-S201301110030A","22","-0.780","0.240","3.010","0.180","-2.240","0.230","0.170","0.790","-2.540","0.640","-1.960","0.280","3.900","14","23","0.550","53","133","-4.450","33","284","4.180","69","56","-165","330","77","-35","4.4","D","A"
"S201301130855A","2013-01-13","08:55:15","0","39.65","25.55","10.00","4.9","0.0","AEGEAN-SEA---------------","ING","0","0","0","0","0","0","21","30","35","1","3.2","0.4","39.70","0.02","25.60","0.03","22.500","1.500","FREE","1.2","D-S201301130855A","23","0.010","0.120","1.280","0.080","-1.280","0.090","-0.070","0.090","0.090","0.090","-0.800","0.070","1.520","3","196","0.000","86","340","-1.510","2","106","1.520","241","86","179","331","89","4","4.7","D","A"
"S201301141150A","2013-01-14","11:50:57","0","35.63","21.62","15.00","4.6","0.0","CENTRAL-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","9","9","30","1","3.0","1.4","35.63","0.00","21.62","0.00","10.000","0.000","FIX ","1.0","D-S201301141150A","22","0.480","0.340","-0.350","0.320","-0.130","0.280","-2.630","0.540","0.400","0.590","-0.590","0.200","2.880","47","199","-0.270","13","95","-2.610","40","354","2.750","23","13","17","276","86","103","4.2","D","A"
"S201301172117A","2013-01-17","21:17:35","0","31.98","30.60","10.00","4.9","0.0","EGYPT--------------------","ING","0","0","0","0","0","0","6","7","35","1","4.9","0.6","31.98","0.00","30.60","0.00","16.000","0.000","FIX ","1.2","D-S201301172117A","22","2.790","0.560","2.850","0.340","-5.630","0.570","3.330","0.710","3.310","1.250","0.110","0.380","6.650","47","343","0.250","35","203","-6.890","21","97","6.770","143","40","25","34","75","127","4.5","D","A"
"S201301251448A","2013-01-25","14:48:18","0","44.17","10.45","15.00","4.9","0.0","NORTHERN-ITALY-----------","ING","0","0","0","0","0","0","17","25","35","1","5.2","0.3","44.18","0.02","10.52","0.03","16.000","0.000","FIX ","0.7","D-S201301251448A","23","-1.390","0.210","3.760","0.150","-2.370","0.170","-0.300","0.410","1.180","0.390","-2.400","0.150","4.660","6","200","-1.000","64","303","-3.660","25","107","4.160","246","68","-167","151","78","-22","5.0","D","A"
"S201302021133A","2013-02-02","11:33:54","0","34.26","25.05","10.00","4.9","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","9","14","35","1","4.5","0.7","34.26","0.00","25.05","0.00","42.700","3.400","FREE","1.2","D-S201302021133A","23","1.420","0.300","-1.560","0.170","0.140","0.240","0.840","0.090","0.010","0.110","-0.530","0.130","1.650","74","18","0.260","8","258","-1.910","14","166","1.780","244","32","74","83","59","100","4.8","D","A"
"S201302021335A","2013-02-02","13:35:34","0","46.51","14.66","10.00","4.5","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","10","14","30","1","2.4","0.4","46.47","0.02","14.77","0.05","16.500","1.500","FREE","1.0","D-S201302021335A","22","4.690","0.760","-4.210","0.480","-0.480","0.450","-0.770","0.650","1.720","0.910","2.560","0.230","5.210","73","270","0.520","15","121","-5.720","8","28","5.470","102","39","66","311","55","108","4.4","D","A"
"S201302040429A","2013-02-04","04:29:46","0","43.63","16.35","10.00","4.4","0.0","NORTHWESTERN-BALKAN-REGI-","ING","0","0","0","0","0","0","10","13","35","1","0.4","0.5","43.63","0.00","16.35","0.00","10.000","0.000","FIX ","1.0","D-S201302040429A","22","1.750","0.120","-1.700","0.140","-0.050","0.110","-0.260","0.370","-0.750","0.310","0.580","0.110","2.070","68","108","-0.190","22","287","-1.880","0","17","1.980","128","49","120","267","50","60","4.1","D","A"
"S201302151442A","2013-02-15","14:42:55","0","40.33","23.93","10.00","4.6","0.0","GREECE-------------------","ING","0","0","0","0","0","0","25","41","35","1","4.2","0.3","40.37","0.02","23.95","0.02","16.000","1.200","FREE","1.0","D-S201302151442A","23","0.200","0.090","0.520","0.060","-0.710","0.070","0.490","0.140","0.240","0.130","-1.350","0.060","1.450","13","31","0.250","70","259","-1.700","14","124","1.580","167","70","-1","257","90","-160","4.7","D","A"
"C201302162116A","2013-02-16","21:16:00","0","41.71","13.58","11.00","4.9","0.0","SOUTHERN-ITALY-----------","ING","0","0","0","1","1","40","29","55","35","1","4.7","0.2","41.74","0.02","13.56","0.02","19.800","0.600","FREE","0.7","D-C201302162116A","23","-2.850","0.160","0.690","0.100","2.170","0.100","0.890","0.120","0.730","0.120","-1.450","0.050","3.060","2","239","0.220","20","330","-3.280","70","145","3.170","309","47","-118","168","50","-63","4.9","D","A"
"S201302170312A","2013-02-17","03:12:54","0","37.32","20.72","10.00","4.9","0.0","IONIAN-SEA---------------","ING","0","0","0","0","0","0","7","15","35","1","4.8","0.5","37.32","0.00","20.72","0.00","20.300","1.800","FREE","0.9","D-S201302170312A","23","4.110","0.710","-3.150","0.500","-0.960","0.390","2.560","0.690","-0.850","0.470","3.550","0.290","4.940","71","350","1.460","13","122","-6.400","14","215","5.670","323","33","115","114","60","75","5.1","D","A"
"S201302170542A","2013-02-17","05:42:00","0","36.60","21.53","15.00","4.8","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","14","21","35","1","6.3","0.5","36.69","0.03","21.47","0.03","25.000","0.000","FIX ","1.0","D-S201302170542A","23","1.080","0.450","0.920","0.340","-2.000","0.280","4.310","0.380","-4.260","0.440","2.280","0.240","5.700","51","24","1.680","15","133","-7.380","35","234","6.540","13","17","151","131","82","75","5.2","D","A"
"S201302210554A","2013-02-21","05:54:37","0","36.88","20.32","10.00","4.4","0.0","CENTRAL-MEDITERRANEAN-SE-","ING","0","0","0","0","0","0","9","16","35","1","-0.7","0.7","36.62","0.05","20.30","0.04","21.300","2.500","FREE","1.0","D-S201302210554A","23","-0.510","0.200","0.450","0.120","0.060","0.130","-0.520","0.130","0.040","0.120","0.870","0.050","1.240","13","144","-0.260","45","247","-0.970","42","42","1.100","192","51","-156","87","72","-42","4.6","D","A"
"S201302211018A","2013-02-21","10:18:51","0","37.41","26.92","11.00","4.5","0.0","DODECANESE-ISLANDS--GREE-","ING","0","0","0","0","0","0","21","29","35","1","1.0","0.3","37.29","0.02","27.00","0.02","22.800","1.600","FREE","1.0","D-S201302211018A","23","-0.220","0.140","1.530","0.110","-1.320","0.080","0.250","0.100","0.210","0.100","0.770","0.070","1.770","8","345","-0.240","79","203","-1.530","6","76","1.650","121","80","1","31","89","170","4.8","D","A"
"S201303052142A","2013-03-05","21:42:00","0","34.42","24.19","10.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","13","16","35","1","1.5","0.7","34.42","0.00","24.19","0.00","16.500","2.400","FREE","1.0","D-S201303052142A","23","-0.630","0.150","-0.060","0.080","0.690","0.100","-0.190","0.160","-0.760","0.200","0.370","0.080","1.170","23","110","-0.200","6","18","-0.970","66","273","1.070","213","22","-73","15","69","-97","4.6","D","A"
"S201303112127A","2013-03-11","21:27:28","0","38.74","21.01","10.00","4.4","0.0","GREECE-------------------","ING","0","0","0","0","0","0","6","7","30","1","4.1","1.0","38.74","0.00","21.01","0.00","10.000","0.000","FIX ","1.0","D-S201303112127A","22","-1.150","0.260","1.260","0.150","-0.110","0.330","0.820","0.530","0.920","0.520","-0.640","0.210","1.600","12","15","0.410","33","277","-2.010","55","121","1.810","139","44","-39","259","64","-127","4.1","D","A"
"S201303160949A","2013-03-16","09:49:29","0","35.83","5.60","20.00","4.4","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","17","20","35","1","-0.1","0.3","35.83","0.00","5.60","0.00","16.900","1.800","FREE","1.0","D-S201303160949A","23","-0.180","0.060","-0.790","0.050","0.970","0.070","-0.230","0.090","0.180","0.100","-0.190","0.050","1.030","10","263","-0.150","70","144","-0.870","17","356","0.950","38","71","-5","130","85","-161","4.6","D","A"
"S201303191244A","2013-03-19","12:44:30","0","42.16","29.56","10.00","4.5","0.0","BLACK-SEA----------------","ING","0","0","0","0","0","0","8","8","35","1","7.6","0.8","42.16","0.00","29.56","0.00","32.100","1.500","FREE","1.0","D-S201303191244A","23","1.120","0.400","0.210","0.390","-1.330","0.250","-0.150","0.140","-0.170","0.100","-0.540","0.140","1.150","82","165","0.370","7","18","-1.520","5","288","1.330","10","41","79","204","50","99","4.7","D","A"
"S201303241547A","2013-03-24","15:47:22","0","37.76","16.50","30.00","4.6","0.0","IONIAN-SEA---------------","ING","0","0","0","0","0","0","10","12","35","1","3.1","0.6","37.63","0.03","16.53","0.03","25.200","1.800","FREE","1.0","D-S201303241547A","23","-0.250","0.120","0.510","0.090","-0.260","0.090","-0.060","0.090","0.040","0.090","-0.780","0.050","1.000","3","212","-0.250","87","23","-0.740","0","122","0.870","257","87","178","347","88","3","4.6","D","A"
"S201303250720A","2013-03-25","07:20:58","0","41.84","20.07","13.00","4.3","0.0","ALBANIA------------------","ING","0","0","0","0","0","0","6","6","30","1","6.1","0.8","41.84","0.00","20.07","0.00","28.000","3.400","FREE","1.0","D-S201303250720A","22","-1.250","1.580","-2.210","2.370","3.460","1.080","1.380","0.880","-0.120","0.450","1.450","1.070","3.820","2","284","-0.390","58","18","-3.420","32","193","3.620","333","66","-158","234","70","-26","4.3","D","A"
"S201303252055A","2013-03-25","20:55:19","0","35.65","24.71","59.00","4.5","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","7","9","35","1","2.2","0.8","35.65","0.00","24.71","0.00","59.000","0.000","FIX ","1.0","D-S201303252055A","22","3.690","0.400","-3.530","0.470","-0.160","0.460","0.920","0.290","-0.500","0.250","-2.160","0.380","3.970","74","50","0.670","15","246","-4.630","4","155","4.300","229","43","67","79","51","110","4.4","D","A"
"S201303311628A","2013-03-31","16:28:10","0","36.02","24.31","70.00","4.3","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","7","8","30","1","-1.3","0.9","36.02","0.00","24.31","0.00","88.300","13.100","FREE","1.0","D-S201303311628A","22","1.840","0.230","-0.310","0.510","-1.530","0.420","-0.060","0.210","0.120","0.150","-1.320","0.450","1.850","85","223","0.520","5","32","-2.380","1","123","2.110","218","44","97","27","46","83","4.2","D","A"
"S201304031328A","2013-04-03","13:28:42","0","34.90","23.30","53.00","4.4","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","9","11","35","1","0.0","0.8","34.90","0.00","23.30","0.00","45.900","4.000","FREE","1.0","D-S201304031328A","23","0.030","0.120","0.780","0.190","-0.800","0.150","0.450","0.040","-0.280","0.040","0.070","0.180","0.990","25","2","-0.080","57","139","-0.910","20","262","0.950","40","57","175","133","86","33","4.6","D","A"
"S201304041858A","2013-04-04","18:58:22","0","33.75","7.78","10.00","4.3","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","13","15","35","1","5.7","0.7","33.75","0.00","7.78","0.00","10.000","0.000","FIX ","1.0","D-S201304041858A","22","2.830","0.260","-2.630","0.230","-0.200","0.300","4.420","0.830","0.460","0.600","-0.480","0.170","5.300","61","356","-0.120","2","263","-5.180","29","172","5.240","256","16","83","83","74","92","4.4","D","A"
"S201304061126A","2013-04-06","11:26:00","0","34.80","24.09","40.00","5.0","0.0","CRETE--GREECE------------","ING","0","0","0","0","0","0","11","14","30","1","3.1","0.5","34.80","0.00","24.09","0.00","35.800","2.600","FREE","1.3","D-S201304061126A","24","0.910","0.220","-0.590","0.130","-0.310","0.110","0.610","0.080","-0.960","0.100","0.090","0.090","1.550","60","62","-0.410","8","319","-1.150","28","225","1.350","294","18","64","141","74","98","5.4","D","A"
"S201304090336A","2013-04-09","03:36:28","0","36.53","23.03","21.00","5.0","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","18","22","35","1","-0.4","0.4","36.53","0.00","23.03","0.00","25.000","1.900","FREE","1.3","D-S201304090336A","23","-0.320","0.180","0.260","0.140","0.060","0.110","0.150","0.140","-1.120","0.170","1.120","0.070","1.560","23","129","0.120","44","15","-1.670","37","237","1.620","267","46","-13","6","81","-135","4.7","D","A"
"S201304222228A","2013-04-22","22:28:47","0","47.69","20.34","10.00","4.5","0.0","HUNGARY------------------","ING","0","0","0","0","0","0","20","29","35","1","2.8","0.4","47.65","0.03","20.36","0.04","10.000","0.000","FIX ","1.0","D-S201304222228A","23","0.890","0.030","-0.380","0.030","-0.510","0.030","0.100","0.180","0.190","0.170","0.480","0.030","0.940","77","309","-0.010","13","140","-0.930","2","49","0.940","126","44","72","331","49","107","4.6","D","A"
"S201304230047A","2013-04-23","00:47:30","0","38.39","20.57","2.00","4.5","0.0","GREECE-------------------","ING","0","0","0","0","0","0","7","10","35","1","2.4","0.9","38.46","0.07","20.58","0.05","27.300","3.400","FREE","1.0","D-S201304230047A","22","0.870","1.540","4.730","1.170","-5.600","0.810","-2.210","1.430","2.990","1.060","5.110","0.590","6.990","10","160","2.030","67","275","-9.020","20","66","8.000","205","69","-172","112","83","-22","4.5","D","A"
"S201304242012A","2013-04-24","20:12:36","0","36.75","22.94","11.00","4.4","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","10","11","35","1","2.0","0.4","36.75","0.00","22.94","0.00","17.800","2.300","FREE","1.0","D-S201304242012A","22","-1.070","0.570","-1.630","0.630","2.700","0.380","0.890","0.710","-0.760","0.400","2.910","0.320","4.180","3","116","-0.580","66","19","-3.600","24","208","3.890","249","71","-15","344","75","-160","4.3","D","A"
"S201304280449A","2013-04-28","04:49:57","0","38.26","22.22","50.00","4.6","0.0","GREECE-------------------","ING","0","0","0","0","0","0","8","10","35","1","0.5","0.5","38.26","0.00","22.22","0.00","36.000","2.300","FREE","1.0","D-S201304280449A","22","2.620","0.630","-0.450","0.460","-2.170","0.450","2.730","0.270","-1.300","0.230","2.040","0.380","4.220","60","2","0.310","20","132","-4.530","21","230","4.370","352","30","134","124","69","68","4.4","D","A"
"S201304281631A","2013-04-28","16:31:00","0","37.45","22.70","58.00","4.7","0.0","SOUTHERN-GREECE----------","ING","0","0","0","0","0","0","10","14","35","1","0.9","0.6","37.24","0.05","22.55","0.03","58.300","8.300","FREE","1.1","D-S201304281631A","22","-1.850","0.820","5.210","1.080","-3.360","1.060","2.330","0.450","-0.400","0.330","5.070","0.530","7.950","11","336","-1.790","68","96","-6.160","18","242","7.060","20","69","-175","288","85","-21","4.5","D","A"
"S201305110442A","2013-05-11","04:42:39","0","32.80","12.33","15.00","4.7","0.0","NEAR-COAST-OF-LIBYA------","ING","0","0","0","0","0","0","10","11","35","1","3.0","1.3","32.80","0.00","12.33","0.00","10.000","0.000","FIX ","1.1","D-S201305110442A","23","-1.880","0.220","0.150","0.140","1.730","0.200","0.550","0.430","-0.260","0.810","0.310","0.230","1.790","3","100","0.260","15","9","-2.050","74","199","1.920","205","44","-68","355","50","-110","4.8","D","C"
"S201305160302A","2013-05-16","03:02:00","0","37.05","28.39","3.00","4.8","0.0","TURKEY-------------------","ING","0","0","0","0","0","0","18","36","35","1","2.6","0.6","36.99","0.02","28.50","0.05","10.000","0.000","FIX ","1.1","D-S201305160302A","23","-3.820","0.110","2.990","0.110","0.830","0.080","1.430","0.350","0.090","0.480","-1.150","0.090","3.710","10","21","0.420","8","290","-4.130","77","162","3.920","121","36","-77","285","55","-100","5.0","D","A"
"S201305190907A","2013-05-19","09:07:27","0","36.76","5.18","2.00","5.1","0.0","NORTHERN-ALGERIA---------","ING","0","0","0","0","0","0","18","30","40","1","2.6","0.5","36.66","0.04","5.19","0.02","13.800","1.400","FREE","1.4","D-S201305190907A","23","-2.350","0.310","-4.440","0.280","6.790","0.350","-2.060","0.660","-0.360","0.610","4.580","0.260","8.520","6","110","-1.700","67","213","-6.820","22","18","7.670","156","70","-168","62","78","-20","5.2","D","A"
